server_hostname,window,stride,ingressBytes_aggregate,inRxmitBytes_aggregate,inCongestionBytes_aggregate,connections_aggregate,ingressBytes_0,ingressBytes_1,ingressBytes_2,ingressBytes_3,ingressBytes_4,ingressBytes_5,ingressBytes_6,ingressBytes_7,ingressBytes_8,ingressBytes_9
67735,10,5,289914,0,0,833,7519,3274,17797,2954,6016,49742,95986,84738,14018,7870
32995,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79874,10,5,388685,0,0,12,59815,67143,64614,64432,69870,51983,7327,276,2950,275
81895,10,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1569,10,5,35782,0,0,227,3759,3885,3830,2454,5130,4255,2917,3037,3445,3070
159916,10,5,156996,0,0,436,10476,11348,21010,12723,12999,11250,23768,16867,7901,28654
106442,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32615,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143846,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7843,10,5,1939,0,0,1,1,0,549,1373,16,0,0,0,0,0
117190,10,5,280447,0,0,140,1014,22767,11870,19331,20768,33944,44971,26461,52499,46822
83372,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87973,10,5,115135,0,0,114,3812,2942,2064,905,3167,2294,1094,19838,37278,41741
178561,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180716,10,5,5251710,0,0,183,598547,594212,433011,325291,519694,597208,545867,230744,542032,865104
165483,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52186,10,5,43988,0,0,92,10483,3613,2701,3460,2160,2525,3952,2096,4912,8086
45932,10,5,532202,0,0,64,18173,78052,82361,83526,91741,23558,29196,55942,54102,15551
162335,10,5,333,0,0,0,0,0,0,0,93,240,0,0,0,0
195247,10,5,362841,0,0,131,102838,68981,64788,64620,20447,11853,8806,6071,6200,8237
32540,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140280,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65172,10,5,331511,0,0,42,77518,23862,4476,13197,34714,86946,41609,11678,15339,22172
199963,10,5,23516,0,0,52,1754,2247,2322,2658,2529,2494,2350,2468,2244,2450
22512,10,5,345451,0,0,1587,17168,3436,136830,5061,4384,9427,7305,73072,11949,76819
161807,10,5,352,0,0,0,0,0,0,0,0,0,278,74,0,0
161562,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27846,10,5,1473390,0,0,2191,150066,153879,144888,192982,175639,120213,137950,127818,117559,152396
160795,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171595,10,5,88984,0,0,5,19,0,0,0,0,304,847,260,84772,2782
67520,10,5,119678,0,0,338,8474,16247,17612,18225,19632,18299,11461,3646,2300,3782
31423,10,5,0,0,0,401,0,0,0,0,0,0,0,0,0,0
118667,10,5,52614,0,0,16,6317,4935,8285,6210,146,2096,7518,6489,5520,5098
165414,10,5,15165,0,0,87,1561,1269,1516,1344,1803,2083,1355,1515,1315,1404
53438,10,5,1459215,0,0,67,96286,365259,262163,86662,65553,64432,73737,178504,179838,86781
172561,10,5,3009956,0,0,31,42471,29917,25680,79,892,241207,673251,969280,777878,249301
49505,10,5,844393,0,0,58,185669,57070,14443,1142,2792,157860,298128,32156,0,95133
166189,10,5,746,0,0,5,0,0,633,113,0,0,0,0,0,0
64670,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87408,10,5,64138,0,0,389,5451,5911,5713,6825,6398,6329,7026,7381,6486,6618
202337,10,5,4200,0,0,2,3011,816,0,0,0,0,0,120,253,0
25992,10,5,89054,0,0,341,7076,8908,16455,5685,8871,8859,16580,7474,6109,3037
158302,10,5,133483,0,0,580,7562,7112,11168,13817,8157,11107,17317,17632,20879,18732
58827,10,5,90968,0,0,119,6743,7344,19170,21736,11079,2401,969,7298,5610,8618
105004,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164636,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86003,10,5,533665,0,0,1159,18738,35578,56108,63613,57891,66246,78761,68231,55122,33377
35815,10,5,1690542,0,0,93,80281,136736,746,68665,7358,260910,227887,124337,320380,463242
146184,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12268,10,5,320088,0,0,657,13897,44202,41675,17754,21265,14206,8018,68263,67490,23318
90480,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100176,10,5,5897,0,0,1,0,0,0,0,0,0,0,0,1757,4140
32695,10,5,569608,0,0,445,52398,20928,98270,71429,25541,8286,21036,133816,73655,64249
2463,10,5,423710,0,0,537,20643,36652,14926,16185,148455,15107,13632,11997,123690,22423
37468,10,5,289977,597,0,104,125402,99514,42398,61,0,344,3313,9688,8999,258
173820,10,5,171927,0,3359,198,27106,1253,7597,9590,18669,52717,40124,9330,3481,2060
131469,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123294,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77860,10,5,218081,0,0,891,0,0,0,3132,22736,46304,37700,38346,35981,33882
116100,10,5,3801,0,0,10,0,235,304,495,981,1267,327,176,16,0
171529,10,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0
81905,10,5,13845,0,0,11,60,2510,5998,0,25,254,1700,3056,242,0
169672,10,5,259513,0,0,3,15927,108831,132480,250,921,910,194,0,0,0
200026,10,5,428,0,0,4,0,0,0,0,0,0,0,0,75,353
145922,10,5,359,0,0,1,0,0,0,164,195,0,0,0,0,0
201483,10,5,250484,0,0,25,25874,220566,162,338,589,991,860,432,505,167
160681,10,5,14339013,0,9288318,2008,1405562,1409740,1433662,1426978,1447115,1460553,1449679,1406010,1431463,1468251
28958,10,5,229,0,0,0,229,0,0,0,0,0,0,0,0,0
3157,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36634,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166423,10,5,16179,0,0,22,687,1802,2805,749,1262,3417,1372,2792,281,1012
256,10,5,1400368,0,0,25,43592,197717,28599,189692,620941,249733,11106,55550,72,3366
136994,10,5,2278208,0,0,29,3338,104346,79715,354975,429947,312425,336643,351324,154534,150961
110140,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85957,10,5,1070974,0,0,19,57188,78550,560556,14610,68103,59479,61293,58515,61618,51062
120537,10,5,593292,0,0,282,2867,3071,1962,1774,4920,12985,10273,11553,93047,450840
197049,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36866,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35719,10,5,404018,0,0,1310,19642,12651,15676,28241,32131,29399,34436,86598,93724,51520
13617,10,5,58185,0,0,24,0,4448,22465,28253,993,1431,386,209,0,0
169778,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126988,10,5,1339454,0,0,2076,111222,129213,140819,127168,132927,156624,175410,138780,113359,113932
184750,10,5,555,0,0,0,0,0,191,236,0,0,0,0,0,128
178937,10,5,230001,80199,85,390,21726,21151,23060,25433,23532,23308,20068,24733,24050,22940
200246,10,5,619998,0,0,60,1713,87694,31791,34364,11385,36680,93494,175827,78931,68119
70851,10,5,382376,0,0,14,0,3271,81371,193534,76012,5174,3615,3330,5938,10131
158427,10,5,0,0,0,718,0,0,0,0,0,0,0,0,0,0
53342,10,5,343,0,0,2,0,0,0,0,0,0,55,86,141,61
167612,10,5,13760267,0,1317001,113,1491148,1455320,1452503,1424973,1463292,1469675,1438525,1288205,1133453,1143173
39038,10,5,463578,0,0,16,1226,1801,78438,141401,38439,28448,67888,64606,39448,1883
141232,10,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
5963,10,5,333584,0,0,84,23322,33835,20155,35158,51548,26153,43947,23788,27100,48578
171797,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32681,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30251,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79149,10,5,691,0,0,3,0,260,431,0,0,0,0,0,0,0
193444,10,5,409,0,0,0,0,0,379,30,0,0,0,0,0,0
5359,10,5,626200,0,0,482,13589,14963,15102,126842,102818,64729,59186,125502,102763,706
18701,10,5,541556,0,0,4129,48342,48948,53798,69697,55340,47839,55791,52369,50325,59107
70103,10,5,927,0,0,7,25,141,124,120,21,128,165,133,70,0
115304,10,5,8003734,0,0,711,1359200,1077460,555874,489701,626936,825359,933785,868223,659779,607417
194800,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179641,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36920,10,5,290946,0,0,4118,26685,23119,20851,28562,28478,25610,35541,33901,33014,35185
70264,10,5,2345015,0,0,1484,113086,439924,733890,634238,205530,21145,46408,108016,42615,163
183171,10,5,4071,0,0,99,3049,941,81,0,0,0,0,0,0,0
179,10,5,15136,0,0,4,0,2390,243,193,1418,257,11,9672,661,291
77097,10,5,276801,0,0,505,21800,26206,35428,22668,8530,12667,29217,70864,17363,32058
69823,10,5,239816,0,0,46,47170,3867,1235,127667,10869,7748,7244,9065,2322,22629
184433,10,5,10565064,0,326271,503,1282781,1260734,1224346,1089589,958840,1009469,1020579,1040487,828030,850209
64054,10,5,438611,0,0,953,22943,31731,29040,17202,40737,80247,121550,50399,24688,20074
14942,10,5,1099543,0,0,19,32,1274,148742,325848,316598,292890,1691,3931,5183,3354
171580,10,5,4765734,0,250649,308,331188,302552,438484,459567,371081,515610,575026,514281,539711,718234
141417,10,5,126355,0,0,400,16260,21633,24119,20481,17296,7429,3024,3005,5688,7420
183444,10,5,454421,0,0,667,32897,37678,33904,42799,55276,77444,62585,51414,31581,28843
19156,10,5,420409,0,0,15,18068,19114,245,494,352,88823,96224,230,94589,102270
164134,10,5,2226555,0,0,21,160,792,1332,431,196968,676406,581868,208897,427714,131987
18180,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118458,10,5,419,0,0,0,0,0,0,415,4,0,0,0,0,0
97432,10,5,26319,0,0,31,179,3169,4803,151,4738,911,5376,1918,4151,923
181589,10,5,302,0,0,1,0,0,0,0,0,0,125,141,36,0
202236,10,5,12049990,0,2473587,106,34179,392046,1378055,1429385,1438519,1452561,1473018,1492860,1498774,1460593
160162,10,5,366326,0,0,38,1293,3976,79514,106158,36774,65389,53149,7357,3158,9558
126417,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179496,10,5,218390,0,0,938,23844,18809,23696,18967,20281,20668,27676,30188,21973,12288
91165,10,5,51592,0,0,76,8159,9110,9111,3285,2949,3044,3178,4707,2648,5401
55153,10,5,70179,0,0,207,17480,8620,5341,3004,4602,2896,4214,6371,12101,5550
62113,10,5,479369,0,0,1186,134238,31264,55605,25102,7164,2372,7486,19657,47054,149427
5124,10,5,242629,0,0,1,33946,205112,0,0,0,0,0,507,3064,0
76467,10,5,1238685,0,0,30,6001,117170,264798,355920,110764,130821,98232,143771,7618,3590
13579,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31240,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126102,10,5,414,0,0,0,69,284,0,0,0,0,0,0,0,61
160337,10,5,382562,0,0,0,0,0,0,0,0,114,337,0,97056,285055
160359,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90908,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186572,10,5,3458968,0,0,35,281824,30666,2711,120758,414997,567052,665036,664810,418138,292976
30149,10,5,142807,0,0,434,6569,9480,11775,18764,27889,20398,9917,12019,15065,10931
151639,10,5,71813,0,0,173,15267,26578,12764,10164,3089,950,993,1188,388,432
115608,10,5,2444179,0,34357,171,281939,51779,331177,11,37932,362960,792914,213547,214013,157907
195220,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181642,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165668,10,5,1550713,0,0,2214,131076,161141,169126,142379,143473,149538,190121,170966,175751,117142
1108,10,5,321776,0,0,8,1274,53947,141465,95297,155,11938,17537,0,0,163
44157,10,5,121165,0,0,14,28449,6406,841,6397,53169,13342,472,237,50,11802
72745,10,5,685574,0,0,1009,54237,48812,68008,76130,108635,56418,59401,79516,63592,70825
40504,10,5,1109530,0,0,36,254709,132486,13,430,8402,271949,9485,34639,393986,3431
183883,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100711,10,5,231611,0,0,8,0,80,1282,1916,2049,2929,1509,60227,105670,55949
180168,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23772,10,5,341,0,0,26,0,8,128,0,0,0,0,12,183,10
64123,10,5,1404328,0,0,13,224619,12211,22573,62113,93286,0,19703,152409,318601,498813
36924,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27181,10,5,1341733,0,0,38,144831,94951,81371,123866,88418,35299,71113,116861,297936,287087
21202,10,5,391,0,0,5,306,0,0,0,0,0,0,60,25,0
144211,10,5,195750,0,0,665,8002,27572,25471,28010,39366,21588,13622,8849,13440,9830
3320,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165016,10,5,20654,0,0,31,3116,2278,2322,2541,2213,1881,1632,1605,1576,1490
177038,10,5,31989,0,0,89,2326,2546,3683,6036,9129,585,840,1310,2785,2749
82900,10,5,7227085,0,6835120,688,687094,628263,830073,780592,650675,721716,772521,701756,677157,777238
126409,10,5,353,0,0,0,0,0,0,0,0,0,0,0,334,19
167748,10,5,353,0,0,5,0,0,0,0,0,0,0,0,294,59
30382,10,5,11206,0,0,1,1532,1409,994,914,0,3065,2818,247,227,0
71367,10,5,75609,0,0,40,3623,1738,13913,31281,4200,3191,2514,7334,7351,464
26883,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122830,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127780,10,5,756659,0,0,641,65561,54328,102693,72083,75614,108360,58054,54088,79176,86702
186504,10,5,670577,0,0,337,39795,25542,212206,142562,86067,30215,45293,38502,19144,31251
195419,10,5,105,0,0,0,105,0,0,0,0,0,0,0,0,0
42044,10,5,1844927,0,0,413,193804,169296,162330,178627,159513,169086,180741,179776,214604,237150
177509,10,5,273777,0,0,9,35707,1220,49168,125214,550,16398,41150,23,1205,3142
61214,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52483,10,5,2858,0,0,6,0,73,1094,0,0,22,332,31,522,784
168427,10,5,328354,0,0,843,13833,18964,26284,22870,34073,50378,32746,43369,44976,40861
199459,10,5,1583399,0,0,184,138284,400585,617991,238462,10474,9231,145979,8721,7242,6430
113143,10,5,1328857,0,0,739,41162,125160,306888,151196,884,1494,67910,193418,166396,274349
69653,10,5,238759,0,0,504,10905,14874,12983,11011,12264,17621,32653,62967,40080,23401
166551,10,5,8284000,0,11509,24,574811,824492,1004106,1123281,986618,662656,936121,970547,620551,580817
140793,10,5,2891075,0,804567,3,0,0,0,0,0,0,69125,537815,1169621,1114514
119045,10,5,3456269,0,284245,179,406734,254292,727694,657202,300482,144132,493996,172954,239474,59309
145441,10,5,543582,0,0,193,54946,61614,47242,61576,58603,49563,53500,52182,52089,52267
169772,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155404,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85425,10,5,44228,0,0,154,4240,3538,2467,2744,4003,5456,8055,5552,3349,4824
63376,10,5,904,0,0,0,68,339,0,0,0,0,0,0,0,497
16445,10,5,734329,0,0,133,41913,20256,82741,137318,112692,46601,148355,97889,40010,6554
49925,10,5,1051888,0,0,51,45334,24377,41749,266798,143926,14076,117787,145366,124684,127791
206776,10,5,59585,0,0,12,0,0,0,0,30123,29174,0,0,0,288
138072,10,5,15750,0,0,26,1250,1548,1288,1463,1691,1547,1864,1891,1690,1518
175467,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44972,10,5,1946733,0,339824,6,1115,424,56,0,0,0,0,184969,720599,1039570
88471,10,5,821411,0,0,89,47855,75896,72281,24562,39349,91590,64766,24911,186910,193291
126262,10,5,271306,0,0,25,108635,67803,2051,25053,46299,2964,10002,8310,28,161
33234,10,5,29225,0,0,189,1732,3523,3794,2687,3823,2817,4006,3205,2695,943
23110,10,5,554,0,0,7,0,0,0,0,221,196,73,64,0,0
48987,10,5,41563,0,0,80,2377,3005,4706,1044,4668,6096,1726,2499,5742,9700
62948,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54796,10,5,103889,0,0,1735,10978,10663,10772,14159,11462,9643,7636,9111,10561,8904
159241,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195172,10,5,194321,0,0,484,16591,10571,19598,22365,18182,11301,16164,27378,32961,19210
195500,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161718,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45617,10,5,789984,0,0,43,2942,2924,2,515,30618,35132,170592,257730,272696,16833
33352,10,5,45229,0,0,87,3787,3939,4497,6496,8484,6893,2461,2602,2220,3850
160472,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46940,10,5,37807,0,0,119,3434,4645,4268,2729,4023,3221,5207,3958,3352,2970
130654,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21722,10,5,45559,0,0,64,8844,7213,1270,6080,4063,6603,4432,3559,487,3008
159217,10,5,55099,0,0,280,341,1073,8728,12598,6538,11995,2073,2001,3712,6040
105883,10,5,4254858,0,0,14,354893,338270,332207,390688,338682,417429,448582,424930,635847,573330
29570,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193627,10,5,354400,0,0,310,9882,8868,10290,10376,10353,7279,27940,120756,74713,73943
90970,10,5,28899,0,0,86,864,355,3173,885,3397,11371,4309,650,111,3784
143608,10,5,2919815,0,85937,29,315826,492595,366465,266435,262773,267322,281752,202849,242441,221357
196552,10,5,5422767,0,0,62,320718,414404,541791,462869,510515,761052,742560,520240,622502,526116
61977,10,5,1622380,0,0,2428,170989,149451,188119,163024,123219,192670,190353,151568,150844,142143
180435,10,5,1248683,0,0,16,6890,186833,606249,102711,83,1083,2849,45802,160822,135361
32230,10,5,3175370,0,0,441,27824,17538,80746,481625,698259,172867,413793,923132,197459,162127
95086,10,5,405275,0,0,1371,67619,38725,42825,45412,53609,56105,33546,25220,26804,15410
16690,10,5,266669,0,0,122,43437,28359,22296,27264,24269,23043,35696,27476,15295,19534
130180,10,5,1341,0,0,3,63,280,0,47,226,192,533,0,0,0
154762,10,5,291,0,0,0,0,0,0,0,0,0,0,0,0,291
114323,10,5,403418,0,0,4,3668,121131,278266,0,0,107,246,0,0,0
70806,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87371,10,5,684,0,0,2,0,0,0,0,0,0,0,248,338,98
14762,10,5,752883,93,0,1034,53499,35949,23605,23606,26157,205004,251756,38358,51708,43241
179430,10,5,175914,0,0,371,6591,7633,13649,8598,25045,32441,14563,49530,13910,3954
44945,10,5,215125,0,0,548,33388,19127,15435,23227,23356,21944,23069,21278,18238,16063
182653,10,5,13905046,0,1835407,63,1497486,1270745,1334138,1334463,1466128,1469583,1441978,1233712,1406498,1450315
143711,10,5,6543802,0,0,30,153934,311013,585091,516644,646363,687882,664869,791167,1057755,1129084
176143,10,5,17902,0,0,37,828,1267,1912,1159,1558,2019,2893,1965,1334,2967
134809,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18908,10,5,939977,0,0,605,91818,16062,132711,341065,76982,40037,275,695,30891,209441
122755,10,5,46078,0,0,195,6306,4451,2769,3154,2465,3855,11638,2154,4046,5240
143465,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115892,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203701,10,5,97490,0,0,122,3800,11895,19182,18186,13940,6376,2009,5283,10558,6261
194518,10,5,876,0,0,2,51,456,247,122,0,0,0,0,0,0
125691,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85639,10,5,2581946,0,0,96,506863,162019,206609,315247,439050,158835,122940,309472,327992,32919
221,10,5,162493,0,0,160,15477,5931,10941,6124,4664,8297,6845,6571,25931,71712
24441,10,5,1238230,0,0,7,379763,20413,139780,407637,290552,0,0,0,31,54
668,10,5,277794,0,0,893,37841,29669,33542,53409,35675,19286,21385,17893,14727,14367
166610,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9750,10,5,0,0,0,134,0,0,0,0,0,0,0,0,0,0
35193,10,5,261416,0,0,12,9674,3703,13202,57294,102297,57071,4098,8331,4107,1639
205653,10,5,250,0,0,0,108,28,0,0,0,0,0,0,90,24
137481,10,5,3854714,0,0,166,7983,7970,25473,208780,239109,330643,611491,695736,817392,910137
30797,10,5,192631,0,0,629,9075,7665,7711,8671,14522,20528,13016,32401,38535,40507
79111,10,5,280,0,0,1,0,0,0,0,0,0,0,0,0,280
69298,10,5,4668547,0,0,362,534245,598266,399408,423440,428283,414307,485499,435507,530916,418676
91044,10,5,244499,0,0,28,27773,87052,1121,3651,131,20,65,7452,23992,93242
52778,10,5,117685,0,0,309,6038,4013,12754,5704,15136,4807,19909,29890,14303,5131
159001,10,5,3794,0,0,38,272,299,81,625,633,1203,33,272,299,77
173772,10,5,741783,0,0,1083,104300,81103,62899,48778,58980,86361,99457,61124,77757,61024
135725,10,5,543021,0,0,3,253553,253656,419,0,0,0,0,0,344,35049
93223,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158306,10,5,273,0,0,1,0,143,130,0,0,0,0,0,0,0
183658,10,5,3112976,0,0,45,367480,275697,293355,306471,264569,316528,390106,313271,311527,273972
175117,10,5,3892184,0,0,95,372351,259563,107558,207985,595724,549285,255380,595128,588704,360506
138549,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167895,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125637,10,5,592,0,0,0,0,0,0,15,577,0,0,0,0,0
138115,10,5,1988082,0,0,259,29262,87931,188787,291979,228924,180210,274055,312241,244892,149801
111029,10,5,279460,0,0,149,22676,22281,14117,20451,79753,29317,26445,24111,20056,20253
100476,10,5,1211346,0,0,4380,115470,110050,121274,111449,132965,128167,133354,124465,120529,113623
197211,10,5,22881,0,0,62,2594,3873,5728,3917,650,992,1119,1220,1512,1276
47838,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15914,10,5,61983,0,0,296,9094,7731,2935,4399,4407,2553,2893,5866,8434,13671
125598,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24581,10,5,19766,0,0,28,1723,396,6,652,2528,475,170,4763,1378,7675
65095,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195339,10,5,310,0,0,0,0,0,0,0,0,0,0,96,214,0
102565,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115730,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
192238,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193722,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21607,10,5,195,0,0,0,0,0,0,0,0,0,0,0,195,0
178889,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28436,10,5,1670360,0,0,2192,128200,147554,182765,163305,220250,255454,122326,143759,146670,160077
91175,10,5,5669,0,0,111,191,263,193,0,47,699,2452,1220,448,156
139895,10,5,2441547,0,0,24,112176,118121,356854,334130,275615,659220,201311,135577,7639,240904
140066,10,5,85,0,0,0,0,0,0,0,31,54,0,0,0,0
165813,10,5,10739731,0,1915141,458,235307,290947,1155353,1032463,1481098,1408939,1465221,1251057,1094748,1324598
64166,10,5,171,0,0,0,0,0,0,0,0,45,86,40,0,0
8403,10,5,78497,0,0,354,6269,6609,4375,5687,8074,8016,8459,10561,11890,8557
36769,10,5,1469638,0,0,109,354571,468903,142422,43536,27394,47261,0,8971,103220,273360
726,10,5,1852,0,0,0,1635,217,0,0,0,0,0,0,0,0
3672,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4275,10,5,860943,0,0,32,14158,25493,14330,338,1395,76552,175867,230476,158154,164180
140185,10,5,649038,0,0,1895,29296,30610,33750,34715,49342,92352,92400,84670,101076,100827
69650,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90504,10,5,414742,0,0,774,10255,45407,69080,66884,51011,20311,6683,35477,55185,54449
33534,10,5,4799,0,0,16,0,0,0,289,453,373,1,453,382,2848
80625,10,5,277699,0,0,132,10194,19274,19533,30874,50516,40571,27630,54454,23765,888
12842,10,5,5302,0,0,7,559,384,689,346,427,280,0,378,272,1967
80588,10,5,2251523,0,0,31,983836,866125,400118,0,0,44,41,0,405,954
113198,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46232,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171325,10,5,2263,0,0,1,803,0,0,0,0,218,648,510,84,0
141299,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194144,10,5,2060995,0,0,601,201048,176916,180635,361830,230539,143876,209847,208759,155327,192218
67978,10,5,178944,0,0,537,10763,10889,13517,22732,35192,26856,18084,14553,12675,13683
36787,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32120,10,5,1730924,0,0,4,125499,460690,442737,146,142,107047,258676,244540,91447,0
4454,10,5,172237,0,0,116,23936,13991,10580,19533,14421,27409,14191,20384,12573,15219
20510,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105983,10,5,785739,0,0,1374,241850,182843,117748,64437,52511,32440,8359,769,17326,67456
48493,10,5,1200457,0,0,131,144547,85866,53747,242704,244216,157740,103615,84112,44023,39887
188327,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39650,10,5,1247791,662,0,15,13674,20973,153,2047,116264,176715,101403,415076,401382,104
31070,10,5,552391,0,0,3531,36863,22613,22921,50189,81866,77524,70959,85173,68637,35646
34103,10,5,273905,0,10973,23,237414,7246,0,195,173,6,0,82,3,28786
5754,10,5,8485545,0,0,25,87418,821092,1367364,1374991,1267030,860604,595697,588052,590191,933106
184614,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59151,10,5,313832,0,0,1243,54752,36392,22551,33149,49154,16240,22733,28080,20544,30237
65536,10,5,384174,0,0,31,0,48755,35805,1441,0,10245,183939,12036,85406,6547
82067,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176598,10,5,270437,0,0,857,26750,22000,27173,32459,29446,30678,30565,22441,23491,25434
42375,10,5,997301,0,0,256,20785,56751,29167,11880,14879,73579,151820,140083,156957,341400
121021,10,5,1229655,580,0,35,157845,131016,68387,66593,131106,311160,295004,8719,36071,23754
148465,10,5,279795,0,0,266,18827,22704,28630,34872,52510,45866,24618,15308,14554,21906
27415,10,5,124537,0,0,883,3287,28980,16814,7311,8146,26955,15534,3832,574,13104
166556,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95768,10,5,2464814,0,0,153,234217,224131,474369,621800,415707,241477,179971,67496,2817,2829
125699,10,5,22033,0,0,738,1929,2548,2879,2430,2430,1950,1116,1891,2685,2175
97799,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39498,10,5,50688,0,0,137,4856,7175,3273,3125,8669,8888,4564,2595,3640,3903
123485,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190754,10,5,1658991,0,0,55,327286,339049,377633,187533,31367,2799,2964,5150,3787,381423
29218,10,5,810,0,0,0,159,221,45,0,0,181,204,0,0,0
188211,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56713,10,5,23048,0,0,266,2609,5617,3370,128,286,234,0,0,5229,5575
